"FIPS","State","County","Year","population"
"WV057","west virginia","mineral","2020",27047
"WV059","west virginia","mingo","2020",23808
"WV061","west virginia","monongalia","2020",106196
"WV063","west virginia","monroe","2020",13344
"WV065","west virginia","morgan","2020",17800
"WV067","west virginia","nicholas","2020",24857
"WV069","west virginia","ohio","2020",41875
"WV071","west virginia","pendleton","2020",6968
"WV073","west virginia","pleasants","2020",7457
"WV075","west virginia","pocahontas","2020",8382
"WV077","west virginia","preston","2020",33610
"WV079","west virginia","putnam","2020",56604
"WV081","west virginia","raleigh","2020",74452
"WV083","west virginia","randolph","2020",28763
"WV085","west virginia","ritchie","2020",9747
"WV087","west virginia","roane","2020",13831
"WV089","west virginia","summers","2020",12710
"WV091","west virginia","taylor","2020",16817
"WV093","west virginia","tucker","2020",6943
"WV095","west virginia","tyler","2020",8736
"WV097","west virginia","upshur","2020",24451
"WV099","west virginia","wayne","2020",39952
"WV101","west virginia","webster","2020",8289
"WV103","west virginia","wetzel","2020",15291
"WV105","west virginia","wirt","2020",5764
"WV107","west virginia","wood","2020",84387
"WV109","west virginia","wyoming","2020",20890
"WI001","wisconsin","adams","2020",20208
"WI003","wisconsin","ashland","2020",15524
"WI005","wisconsin","barron","2020",45182
"WI007","wisconsin","bayfield","2020",15088
"WI009","wisconsin","brown","2020",262559
"WI011","wisconsin","buffalo","2020",13087
"WI013","wisconsin","burnett","2020",15363
"WI015","wisconsin","calumet","2020",50005
"WI017","wisconsin","chippewa","2020",64175
"WI019","wisconsin","clark","2020",34668
"WI021","wisconsin","columbia","2020",57331
"WI023","wisconsin","crawford","2020",16155
"WI025","wisconsin","dane","2020",542459
"WI027","wisconsin","dodge","2020",87569
"WI029","wisconsin","door","2020",27621
"WI031","wisconsin","douglas","2020",43497
"WI033","wisconsin","dunn","2020",45029
"WI035","wisconsin","eau claire","2020",104132
"WI037","wisconsin","florence","2020",4312
"WI039","wisconsin","fond du lac","2020",102654
"WI041","wisconsin","forest","2020",9003
"WI043","wisconsin","grant","2020",51570
"WI045","wisconsin","green","2020",36790
"WI047","wisconsin","green lake","2020",18807
"WI049","wisconsin","iowa","2020",23632
"WI051","wisconsin","iron","2020",5679
"WI053","wisconsin","jackson","2020",20556
"WI055","wisconsin","jefferson","2020",84837
"WI057","wisconsin","juneau","2020",26603
"WI059","wisconsin","kenosha","2020",168998
"WI061","wisconsin","kewaunee","2020",20398
"WI063","wisconsin","la crosse","2020",118168
"WI065","wisconsin","lafayette","2020",16682
"WI067","wisconsin","langlade","2020",19167
"WI069","wisconsin","lincoln","2020",27687
"WI071","wisconsin","manitowoc","2020",78977
"WI073","wisconsin","marathon","2020",135485
"WI075","wisconsin","marinette","2020",40312
"WI077","wisconsin","marquette","2020",15380
"WI078","wisconsin","menominee","2020",4566
"WI079","wisconsin","milwaukee","2020",949180
"WI081","wisconsin","monroe","2020",46155
"WI083","wisconsin","oconto","2020",37870
"WI085","wisconsin","oneida","2020",35480
"WI087","wisconsin","outagamie","2020",186829
"WI089","wisconsin","ozaukee","2020",89179
"WI091","wisconsin","pepin","2020",7261
"WI093","wisconsin","pierce","2020",42336
"WI095","wisconsin","polk","2020",43549
"WI097","wisconsin","portage","2020",70822
"WI099","wisconsin","price","2020",13351
"WI101","wisconsin","racine","2020",195859
"WI103","wisconsin","richland","2020",17408
"WI105","wisconsin","rock","2020",162532
"WI107","wisconsin","rusk","2020",14074
"WI109","wisconsin","st croix","2020",89702
"WI111","wisconsin","sauk","2020",64152
"WI113","wisconsin","sawyer","2020",16477
"WI115","wisconsin","shawano","2020",40813
"WI117","wisconsin","sheboygan","2020",115152
"WI119","wisconsin","taylor","2020",20320
"WI121","wisconsin","trempealeau","2020",29525
"WI123","wisconsin","vernon","2020",30759
"WI125","wisconsin","vilas","2020",21923
"WI127","wisconsin","walworth","2020",103391
"WI129","wisconsin","washburn","2020",15726
"WI131","wisconsin","washington","2020",135529
"WI133","wisconsin","waukesha","2020",402637
"WI135","wisconsin","waupaca","2020",50997
"WI137","wisconsin","waushara","2020",24256
"WI139","wisconsin","winnebago","2020",170924
"WI141","wisconsin","wood","2020",72892
"WY001","wyoming","albany","2020",38664
"WY003","wyoming","big horn","2020",11809
"WY005","wyoming","campbell","2020",46958
"WY007","wyoming","carbon","2020",15073
"WY009","wyoming","converse","2020",13842
"WY011","wyoming","crook","2020",7502
"WY013","wyoming","fremont","2020",39711
"WY015","wyoming","goshen","2020",13301
"WY017","wyoming","hot springs","2020",4550
"WY019","wyoming","johnson","2020",8518
"WY021","wyoming","laramie","2020",99272
"WY023","wyoming","lincoln","2020",19640
"WY025","wyoming","natrona","2020",80067
"WY027","wyoming","niobrara","2020",2377
"WY029","wyoming","park","2020",29273
"WY031","wyoming","platte","2020",8572
"WY033","wyoming","sheridan","2020",30397
"WY035","wyoming","sublette","2020",9865
"WY037","wyoming","sweetwater","2020",43352
"WY039","wyoming","teton","2020",23356
"WY041","wyoming","uinta","2020",20374
"WY043","wyoming","washakie","2020",7933
"WY045","wyoming","weston","2020",6942
"NA001","puerto rico","adjuntas municipio","2020",17614
"NA003","puerto rico","aguada municipio","2020",37307
"NA005","puerto rico","aguadilla municipio","2020",51552
"NA007","puerto rico","aguas buenas municipio","2020",25298
"NA009","puerto rico","aibonito municipio","2020",22545
"NA011","puerto rico","añasco municipio","2020",26555
"NA013","puerto rico","arecibo municipio","2020",83682
"NA015","puerto rico","arroyo municipio","2020",17502
"NA017","puerto rico","barceloneta municipio","2020",23913
"NA019","puerto rico","barranquitas municipio","2020",28026
"NA021","puerto rico","bayamón municipio","2020",173695
"NA023","puerto rico","cabo rojo municipio","2020",47977
"NA025","puerto rico","caguas municipio","2020",126734
"NA027","puerto rico","camuy municipio","2020",31066
"NA029","puerto rico","canóvanas municipio","2020",45120
"NA031","puerto rico","carolina municipio","2020",150378
"NA033","puerto rico","cataño municipio","2020",23698
"NA035","puerto rico","cayey municipio","2020",43126
"NA037","puerto rico","ceiba municipio","2020",11207
"NA039","puerto rico","ciales municipio","2020",16188
"NA041","puerto rico","cidra municipio","2020",38977
"NA043","puerto rico","coamo municipio","2020",38603
"NA045","puerto rico","comerío municipio","2020",18942
"NA047","puerto rico","corozal municipio","2020",32928
"NA049","puerto rico","culebra municipio","2020",1371
"NA051","puerto rico","dorado municipio","2020",36475
"NA053","puerto rico","fajardo municipio","2020",30263
"NA054","puerto rico","florida municipio","2020",11513
"NA055","puerto rico","guánica municipio","2020",15825
"NA057","puerto rico","guayama municipio","2020",40198
"NA059","puerto rico","guayanilla municipio","2020",18080
"NA061","puerto rico","guaynabo municipio","2020",85312
"NA063","puerto rico","gurabo municipio","2020",46948
"NA065","puerto rico","hatillo municipio","2020",39561
"NA067","puerto rico","hormigueros municipio","2020",15731
"NA069","puerto rico","humacao municipio","2020",51586
"NA071","puerto rico","isabela municipio","2020",41084
"NA073","puerto rico","jayuya municipio","2020",14239
"NA075","puerto rico","juana díaz municipio","2020",45414
"NA077","puerto rico","juncos municipio","2020",38471
"NA079","puerto rico","lajas municipio","2020",22391
"NA081","puerto rico","lares municipio","2020",24945
"NA083","puerto rico","las marías municipio","2020",8131
"NA085","puerto rico","las piedras municipio","2020",37233
"NA087","puerto rico","loíza municipio","2020",25164
"NA089","puerto rico","luquillo municipio","2020",17924
"NA091","puerto rico","manatí municipio","2020",38062
"NA093","puerto rico","maricao municipio","2020",5900
"NA095","puerto rico","maunabo municipio","2020",10568
"NA097","puerto rico","mayagüez municipio","2020",73336
"NA099","puerto rico","moca municipio","2020",35547
"NA101","puerto rico","morovis municipio","2020",30652
"NA103","puerto rico","naguabo municipio","2020",25931
"NA105","puerto rico","naranjito municipio","2020",27719
"NA107","puerto rico","orocovis municipio","2020",20608
"NA109","puerto rico","patillas municipio","2020",16591
"NA111","puerto rico","peñuelas municipio","2020",19797
"NA113","puerto rico","ponce municipio","2020",135674
"NA115","puerto rico","quebradillas municipio","2020",23261
"NA117","puerto rico","rincón municipio","2020",13849
"NA119","puerto rico","río grande municipio","2020",48828
"NA121","puerto rico","sabana grande municipio","2020",22140
"NA123","puerto rico","salinas municipio","2020",27638
"NA125","puerto rico","san germán municipio","2020",30811
"NA127","puerto rico","san juan municipio","2020",326953
"NA129","puerto rico","san lorenzo municipio","2020",36586
"NA131","puerto rico","san sebastián municipio","2020",36292
"NA133","puerto rico","santa isabel municipio","2020",21474
"NA135","puerto rico","toa alta municipio","2020",72450
"NA137","puerto rico","toa baja municipio","2020",76008
"NA139","puerto rico","trujillo alto municipio","2020",65011
"NA141","puerto rico","utuado municipio","2020",28041
"NA143","puerto rico","vega alta municipio","2020",36559
"NA145","puerto rico","vega baja municipio","2020",51089
"NA147","puerto rico","vieques municipio","2020",8508
"NA149","puerto rico","villalba municipio","2020",21899
"NA151","puerto rico","yabucoa municipio","2020",32867
"NA153","puerto rico","yauco municipio","2020",34501
"AL001","alabama","autauga","2021",58239
"AL003","alabama","baldwin","2021",227131
"AL005","alabama","barbour","2021",25259
"AL007","alabama","bibb","2021",22412
"AL009","alabama","blount","2021",58884
"AL011","alabama","bullock","2021",10386
"AL013","alabama","butler","2021",19181
"AL015","alabama","calhoun","2021",116425
"AL017","alabama","chambers","2021",34834
"AL019","alabama","cherokee","2021",24975
"AL021","alabama","chilton","2021",44857
"AL023","alabama","choctaw","2021",12792
"AL025","alabama","clarke","2021",23346
"AL027","alabama","clay","2021",14184
"AL029","alabama","cleburne","2021",15046
"AL031","alabama","coffee","2021",53043
"AL033","alabama","colbert","2021",56789
"AL035","alabama","conecuh","2021",11778
"AL037","alabama","coosa","2021",10442
"AL039","alabama","covington","2021",37490
"AL041","alabama","crenshaw","2021",13300
"AL043","alabama","cullman","2021",87129
"AL045","alabama","dale","2021",49443
"AL047","alabama","dallas","2021",39162
"AL049","alabama","dekalb","2021",71554
"AL051","alabama","elmore","2021",87146
"AL053","alabama","escambia","2021",36879
"AL055","alabama","etowah","2021",103468
"AL057","alabama","fayette","2021",16365
"AL059","alabama","franklin","2021",32034
"AL061","alabama","geneva","2021",26604
"AL063","alabama","greene","2021",7851
"AL065","alabama","hale","2021",14819
"AL067","alabama","henry","2021",17165
"AL069","alabama","houston","2021",106355
"AL071","alabama","jackson","2021",52548
"AL073","alabama","jefferson","2021",672550
"AL075","alabama","lamar","2021",13929
"AL077","alabama","lauderdale","2021",93342
"AL079","alabama","lawrence","2021",33089
"AL081","alabama","lee","2021",172223
"AL083","alabama","limestone","2021",101217
"AL085","alabama","lowndes","2021",10334
"AL087","alabama","macon","2021",19490
"AL089","alabama","madison","2021",382149
"AL091","alabama","marengo","2021",19397
"AL093","alabama","marion","2021",29392
"AL095","alabama","marshall","2021",97179
"AL097","alabama","mobile","2021",414620
"AL099","alabama","monroe","2021",20115
"AL101","alabama","montgomery","2021",229072
"AL103","alabama","morgan","2021",122608
"AL105","alabama","perry","2021",8702
"AL107","alabama","pickens","2021",19240
"AL109","alabama","pike","2021",33176
"AL111","alabama","randolph","2021",21984
"AL113","alabama","russell","2021",58695
"AL115","alabama","st clair","2021",90412
"AL117","alabama","shelby","2021",220780
"AL119","alabama","sumter","2021",12482
"AL121","alabama","talladega","2021",81850
"AL123","alabama","tallapoosa","2021",41284
"AL125","alabama","tuscaloosa","2021",223945
"AL127","alabama","walker","2021",65194
"AL129","alabama","washington","2021",15574
"AL131","alabama","wilcox","2021",10686
"AL133","alabama","winston","2021",23650
"AK013","alaska","aleutians east","2021",3409
"AK016","alaska","aleutians west census area","2021",5251
"AK020","alaska","anchorage municipality","2021",292545
"AK050","alaska","bethel census area","2021",18514
"AK060","alaska","bristol bay","2021",849
"AK063","alaska","chugach census area","2021",7015
"AK066","alaska","copper river census area","2021",2635
"AK068","alaska","denali","2021",2187
"AK070","alaska","dillingham census area","2021",4899
"AK090","alaska","fairbanks north star","2021",97149
"AK100","alaska","haines","2021",2098
"AK105","alaska","hoonahangoon census area","2021",2327
"AK110","alaska","juneau and","2021",32240
"AK122","alaska","kenai peninsula","2021",58711
